training_row_id,unique_setup_key,plan_date,session_date,packet_id,acceptance_family_model,source_label_status,source_mode,accepted_for_timing_test,trap_detected_timestamp_et,reclaim_detected_timestamp_et,classification_complete_timestamp_et,candidate_fired_timestamp_et,candidate_timing_driver,entry_price,source_confirmed_fbd,source_planned_fbd,source_negative_control,sr_list_only,chart_confirmed_reclaim,chart_confirmed_non_acceptance,chart_mismatch,needs_crop,data_only,hard_reject,hard_reject_reasons,mfe_15m,mae_15m,mfe_60m,mae_60m,horizon_15m_complete,horizon_60m_complete,acceptance_closes_total_audit,non_acceptance_closes_total_audit,tp2_hit,tp3_hit,next_level_hit,tp2_first,tp3_first,next_level_first,adverse_excursion_stop_hit,first_hit_event,first_hit_timestamp_et,first_hit_points,target_first,same_bar_stop_and_target,stop_first,false_armed,median_mae_before_tp1_component,non_acceptance_score_with_outcome_audit,expectancy_points_slippage_0_5,candidate_score,time_of_day_bucket
direct-bd09f1f45d12d092,a51de7dc90d1,2026-03-10,2026-03-09,source-scan:1f369395590f4633,non_acceptance_protocol,source_confirmed_fbd,actual_recap,true,2026-03-09T05:08:00-04:00,2026-03-09T11:07:00-04:00,,,non_acceptance_score,,true,false,false,false,true,true,false,true,false,true,classification_incomplete,,,,,false,false,1,6,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.7,,0.3459,missing
direct-453d7513aa610856,fbe249829f9d,2026-03-10,2026-03-09,source-scan:a903d1a13675185b,ladder_first_reclaim,source_confirmed_fbd,actual_recap,true,2026-03-08T21:15:00-04:00,2026-03-08T22:34:00-04:00,2026-03-08T22:34:00-04:00,,reclaim_score,6613.0,true,false,false,false,true,false,false,true,false,true,future_target_leakage;source_after_entry_leakage,1.5,10.0,7.25,10.0,true,true,1,0,true,true,false,true,true,false,false,target,2026-03-08T23:02:00-04:00,3.0,true,false,false,false,10.0,0.0,2.5,0.7468,post_rth
direct-1c3bf284b0f87377,efcf727d6ebb,2026-03-10,2026-03-09,source-scan:fb2b7904b9bb9266,non_acceptance_protocol,source_confirmed_fbd,context_recap,true,2026-03-09T12:00:00-04:00,2026-03-09T14:19:00-04:00,2026-03-09T14:21:00-04:00,2026-03-09T14:21:00-04:00,reclaim_score,6768.0,true,false,false,false,true,true,false,true,false,false,,37.5,7.75,50.5,7.75,true,true,16,16,true,true,true,true,true,true,false,target,2026-03-09T14:21:00-04:00,3.0,true,false,false,false,7.75,0.7,2.5,0.7207,afternoon
direct-0f3639a1e164e3f0,a38cad3313fd,2026-03-10,2026-03-10,,simple_reclaim_unclassified,source_unparsed_fbd,context_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.1273,missing
direct-ffa68688887edf57,fa944960e086,2026-03-10,2026-03-09,source-scan:5330f47302a78814,ladder_first_reclaim,source_confirmed_fbd,actual_recap,true,2026-03-08T21:15:00-04:00,2026-03-08T22:34:00-04:00,2026-03-08T22:34:00-04:00,,reclaim_score,6613.0,true,false,false,false,true,false,false,true,false,true,future_target_leakage;source_after_entry_leakage,1.5,10.0,7.25,10.0,true,true,1,0,true,true,false,true,true,false,false,target,2026-03-08T23:02:00-04:00,3.0,true,false,false,false,10.0,0.0,2.5,0.7468,post_rth
direct-c463ab8286b9d981,3ecb79491111,2026-03-10,2026-03-09,source-scan:f350988ec50c57f3,non_acceptance_protocol,source_confirmed_fbd,context_recap,true,2026-03-09T05:08:00-04:00,2026-03-09T11:07:00-04:00,,,non_acceptance_score,,true,false,false,false,true,true,false,true,false,true,classification_incomplete,,,,,false,false,1,6,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.7,,0.4831,missing
direct-037c82370260169a,0a5cf7fb9098,2026-03-10,2026-03-10,,simple_reclaim_unclassified,source_unparsed_fbd,context_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.1273,missing
direct-3345e1bba2ec049a,897af8b383c1,2026-03-10,2026-03-10,,simple_reclaim_unclassified,source_unparsed_fbd,context_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.0773,missing
direct-6cd76797578db74b,9759c22ee6f8,2026-03-10,2026-03-10,,simple_reclaim_unclassified,source_unparsed_fbd,planned_setup,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.0773,missing
direct-3fdab49ebf6c5b35,24639474b1a0,2026-03-10,2026-03-09,source-scan:753ceba6da9a1ec3,non_acceptance_protocol,source_planned_fbd,planned_setup,true,2026-03-08T22:43:00-04:00,2026-03-08T23:00:00-04:00,2026-03-08T23:08:00-04:00,,non_acceptance_score,6617.75,false,true,false,false,true,true,false,true,false,true,future_target_leakage;source_after_entry_leakage,2.5,6.0,3.75,9.5,true,true,1,6,true,true,false,true,true,false,false,target,2026-03-08T23:35:00-04:00,3.0,true,false,false,false,6.0,0.7,2.5,0.7561,post_rth
direct-1416b75d310b5b4e,a8cd56a958d7,2026-03-10,2026-03-10,,simple_reclaim_unclassified,source_unparsed_fbd,context_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.0773,missing
direct-1fc5fe0e6f35590a,0536808738d3,2026-03-10,2026-03-09,source-scan:add72ff8988bae77,non_acceptance_protocol,source_confirmed_fbd,context_recap,true,2026-03-08T22:43:00-04:00,2026-03-08T23:00:00-04:00,2026-03-08T23:08:00-04:00,,non_acceptance_score,6617.75,true,false,false,false,true,true,false,true,false,true,future_target_leakage;source_after_entry_leakage,2.5,6.0,3.75,9.5,true,true,1,6,true,true,false,true,true,false,false,target,2026-03-08T23:35:00-04:00,3.0,true,false,false,false,6.0,0.7,2.5,0.7911,post_rth
direct-2bddf645ea75dbb2,fdb5a93f4ae0,2026-03-10,2026-03-09,source-scan:c55f054106e025ad,non_acceptance_protocol,source_planned_fbd,planned_setup,true,2026-03-08T22:43:00-04:00,2026-03-08T23:00:00-04:00,2026-03-08T23:08:00-04:00,,non_acceptance_score,6617.75,false,true,false,false,true,true,false,true,false,true,future_target_leakage;source_after_entry_leakage,2.5,6.0,3.75,9.5,true,true,1,6,true,true,false,true,false,false,true,stop,2026-03-08T23:12:00-04:00,-2.0,false,false,true,true,6.0,0.7,-2.5,0.6635,post_rth
direct-816bf19c05663a0e,9c43e62f2fe1,2026-03-10,2026-03-09,source-scan:24fa818c97cf80c3,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,true,2026-03-08T21:15:00-04:00,2026-03-08T22:34:00-04:00,2026-03-08T22:34:00-04:00,,reclaim_score,6613.0,true,false,false,false,true,false,false,true,false,true,future_target_leakage;source_after_entry_leakage,1.5,10.0,7.25,10.0,true,true,1,0,true,true,false,false,false,false,true,stop,2026-03-08T22:34:00-04:00,-1.25,false,false,true,true,10.0,0.0,-1.75,0.6222,post_rth
direct-7b41fc1541a39e0d,0c4331518742,2026-03-10,2026-03-10,,simple_reclaim_unclassified,source_negative_control,planned_setup,false,,,,,reclaim_score,,false,false,true,false,false,false,false,false,false,true,source_negative_control;missing_setup_level;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.0773,missing
direct-a007dc381b6ba3c1,b64fa1207f83,2026-03-10,2026-03-09,source-scan:606b3c5564f76909,non_acceptance_protocol,source_confirmed_fbd,context_recap,true,2026-03-08T22:43:00-04:00,2026-03-08T23:00:00-04:00,2026-03-08T23:08:00-04:00,,non_acceptance_score,6617.75,true,false,false,false,true,true,false,true,false,true,future_target_leakage;source_after_entry_leakage,2.5,6.0,3.75,9.5,true,true,1,6,true,true,false,true,true,false,false,target,2026-03-08T23:35:00-04:00,3.0,true,false,false,false,6.0,0.7,2.5,0.7911,post_rth
direct-c33e6e84cb4470c8,7c6f356fa082,2026-03-04,2026-03-03,source-scan:772793083c68ecf0,non_acceptance_protocol,source_confirmed_fbd,actual_recap,true,2026-03-03T08:41:00-05:00,2026-03-03T10:45:00-05:00,2026-03-03T10:47:00-05:00,2026-03-03T10:47:00-05:00,reclaim_score,6801.5,true,false,false,false,true,true,false,true,false,false,,5.25,10.0,6.5,17.75,true,true,16,16,true,true,true,true,true,true,false,target,2026-03-03T10:47:00-05:00,3.0,true,false,false,false,10.0,0.7,2.5,0.7433,rth_open
direct-234ae078e33123d3,3055cfc93c54,2026-03-04,2026-03-04,,simple_reclaim_unclassified,source_unparsed_fbd,context_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.14,missing
direct-0efb122b1568cc88,08ee6abe2955,2026-03-04,2026-03-04,,ladder_first_reclaim,source_unparsed_fbd,context_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.45,missing
direct-bf2fda76de0bf4b4,ec9397ca7316,2026-03-04,2026-03-04,,ladder_first_reclaim,source_confirmed_fbd,actual_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.35,missing
direct-4b3c5bd964fdc36e,eb70f879425a,2026-03-04,2026-03-04,,simple_reclaim_unclassified,source_unparsed_fbd,context_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.09,missing
direct-a874b6db8ea6bef1,b474b93d8966,2026-03-04,2026-03-04,,simple_reclaim_unclassified,source_unparsed_fbd,actual_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.34,missing
direct-d1724db825a97d7a,038fd854043b,2026-03-04,2026-03-04,,simple_reclaim_unclassified,source_unparsed_fbd,actual_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.34,missing
direct-de99569b6833c479,a4d3fe7d4b3f,2026-03-04,2026-03-04,,simple_reclaim_unclassified,source_unparsed_fbd,context_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.09,missing
direct-af1d00590a5e481a,9b360a0d17c3,2026-03-04,2026-03-04,,simple_reclaim_unclassified,source_unparsed_fbd,context_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.09,missing
direct-87323e84cead8e7f,be5d32ff3c6e,2026-03-04,2026-03-04,,simple_reclaim_unclassified,source_unparsed_fbd,actual_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.14,missing
direct-dad416feb9336a4e,b86429ed0485,2026-03-04,2026-03-04,,simple_reclaim_unclassified,source_unparsed_fbd,context_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.14,missing
direct-3670935f4c27299d,c804a8a3f158,2026-03-04,2026-03-04,,simple_reclaim_unclassified,source_unparsed_fbd,context_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.09,missing
direct-50c55c967d61462c,4aeaf1d9d0e5,2026-03-04,2026-03-04,mancini-es1m:2026-03-04T0912:6853.0:4e1e52046e44,non_acceptance_protocol,source_planned_fbd,planned_setup,true,2026-03-04T08:59:00-05:00,2026-03-04T09:09:00-05:00,2026-03-04T09:11:00-05:00,2026-03-04T09:11:00-05:00,reclaim_score,6853.5,false,true,false,false,true,true,false,true,false,false,,28.75,6.25,36.25,6.25,true,true,16,1,true,true,true,true,true,true,false,target,2026-03-04T09:12:00-05:00,3.0,true,false,false,false,6.25,0.7,2.5,0.6178,overnight_premarket
direct-bfdef82e74b3507b,c0459f832520,2026-03-04,2026-03-04,,simple_reclaim_unclassified,source_unparsed_fbd,actual_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.34,missing
direct-2f01c802cf24c6f3,a122c4d3b6d5,2026-03-04,2026-03-04,,simple_reclaim_unclassified,source_unparsed_fbd,actual_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.18,missing
direct-deba97f3787e2838,669561a2238d,2026-03-04,2026-03-05,source-scan:f12afc2672e9e116,non_acceptance_protocol,source_planned_fbd,planned_setup,true,2026-03-05T02:30:00-05:00,2026-03-05T02:55:00-05:00,2026-03-05T02:57:00-05:00,2026-03-05T02:57:00-05:00,reclaim_score,6856.25,false,true,false,false,true,true,false,true,false,false,,37.75,1.0,37.75,1.0,true,true,16,12,true,true,true,true,true,true,false,target,2026-03-05T03:00:00-05:00,3.0,true,false,false,false,1.0,0.8,2.5,0.773,overnight_premarket
direct-0afbca9f94afba29,db4f53405ac8,2026-03-04,2026-03-04,,simple_reclaim_unclassified,source_unparsed_fbd,context_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.09,missing
direct-dd266b19327abd52,43eb8e06ad88,2026-03-04,2026-03-04,,simple_reclaim_unclassified,data_context,planned_setup,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.09,missing
direct-aa40a4bc27c47faf,ce2552ad13ac,2026-03-04,2026-03-02,source-scan:e2e5594ce01684d1,non_acceptance_protocol,source_negative_control,context_recap,false,2026-03-02T02:49:00-05:00,2026-03-02T08:48:00-05:00,2026-03-02T08:50:00-05:00,,reclaim_score,6853.0,false,false,true,false,true,true,false,false,false,true,source_negative_control;future_target_leakage;source_after_entry_leakage,16.25,10.0,24.75,10.0,true,true,3,3,true,true,true,true,true,true,false,target,2026-03-02T08:50:00-05:00,3.0,true,false,false,false,10.0,0.7,2.5,0.521,overnight_premarket
direct-f843795fee65d916,145e902960ec,2026-03-04,2026-03-04,,simple_reclaim_unclassified,source_unparsed_fbd,context_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.09,missing
direct-d6c6cf285b4678a8,f2bd3626a637,2026-03-04,2026-03-04,,simple_reclaim_unclassified,source_unparsed_fbd,planned_setup,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.09,missing
direct-ea966093ea55e203,ce8d6d17ec6a,2026-03-04,2026-03-04,,simple_reclaim_unclassified,data_context,planned_setup,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.09,missing
direct-6088de9d12c9cda2,c1c69aeda71a,2026-03-04,2026-03-04,,simple_reclaim_unclassified,source_unparsed_fbd,planned_setup,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.09,missing
direct-c32f7437e465605d,ffb344829ef5,2026-03-04,2026-03-03,source-scan:9a6e64662d98b38d,non_acceptance_protocol,source_confirmed_fbd,context_recap,true,2026-03-03T09:18:00-05:00,2026-03-03T09:40:00-05:00,2026-03-03T09:42:00-05:00,2026-03-03T09:42:00-05:00,reclaim_score,6742.75,true,false,false,false,true,true,false,true,false,false,,4.25,17.0,46.0,17.0,true,true,3,30,true,true,false,true,true,false,true,target,2026-03-03T09:42:00-05:00,3.0,true,false,false,false,17.0,0.7,2.5,0.859,rth_open
direct-3f027ec670c6f85c,98babe8aa8ca,2026-03-04,2026-03-04,,simple_reclaim_unclassified,source_unparsed_fbd,context_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.09,missing
direct-82148b12d3c1e046,019c84747fc1,2026-03-04,2026-03-04,,simple_reclaim_unclassified,source_unparsed_fbd,planned_setup,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.09,missing
direct-d3980b4f3d194fe4,42afe286e3a0,2026-03-04,2026-03-03,source-scan:bd111c6dcbba61d1,non_acceptance_protocol,source_confirmed_fbd,context_recap,true,2026-03-03T09:18:00-05:00,2026-03-03T09:40:00-05:00,,,non_acceptance_score,,true,false,false,false,true,true,false,true,false,true,classification_incomplete,,,,,false,false,1,30,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.7,,0.6829,missing
direct-740d73023fc26f46,8ea3212d7386,2026-03-04,2026-03-04,,simple_reclaim_unclassified,source_negative_control,planned_setup,false,,,,,reclaim_score,,false,false,true,false,false,false,false,false,false,true,source_negative_control;missing_setup_level;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.09,missing
direct-092e6bdc258402a0,056aa51ea035,2026-03-04,2026-03-03,source-scan:0685514f50ebf1be,non_acceptance_protocol,source_confirmed_fbd,context_recap,true,2026-03-03T09:18:00-05:00,2026-03-03T09:40:00-05:00,,,non_acceptance_score,,true,false,false,false,true,true,false,true,false,true,classification_incomplete,,,,,false,false,1,30,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.7,,0.6829,missing
direct-fc60b6240d9ac408,e4d1594a9998,2026-02-20,2026-02-20,,ladder_first_reclaim,source_confirmed_fbd,actual_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.2467,missing
direct-e190e31720ddc4a6,12c3a87cc30d,2026-02-20,2026-02-20,,simple_reclaim_unclassified,source_unparsed_fbd,planned_setup,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_bars;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.05,missing
direct-bf37ea9cf01b97db,dfaa70cba26a,2026-02-20,2026-02-20,,ladder_first_reclaim,source_confirmed_fbd,actual_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.2467,missing
direct-3840bbdfbf9dd631,c1138b8360ec,2026-02-20,2026-02-20,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.13,missing
direct-4bd5644b974278e7,688205620094,2026-02-20,2026-02-20,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.13,missing
direct-3f53de6d42024d45,4c5d4c0d5a4d,2026-02-20,2026-02-20,,simple_reclaim_unclassified,data_context,data_context,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_bars;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.05,missing
direct-da86dc167b5ae862,1927512db6b9,2026-02-20,2026-02-20,,ladder_first_reclaim,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.2467,missing
direct-b3dc42278a4d39ca,bede54ec045b,2026-02-20,2026-02-20,,simple_reclaim_unclassified,source_confirmed_fbd,actual_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.13,missing
direct-d32e3671c09093ef,8b9aac0c5dfc,2026-02-20,2026-02-20,,ladder_first_reclaim,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.2467,missing
direct-6745599f358f1f9e,92901c29bb6c,2026-02-20,2026-02-20,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.13,missing
direct-af16cb7fd74b775f,95a8396eadc8,2026-02-20,2026-02-20,,simple_reclaim_unclassified,source_planned_fbd,planned_setup,false,,,,,reclaim_score,,false,true,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.105,missing
direct-ae0314a181c606b4,3e85fbbf8df5,2026-02-20,2026-02-20,,simple_reclaim_unclassified,source_unparsed_fbd,context_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;missing_bars;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.05,missing
direct-9f348d536ab6b5cc,a69b5e03b3ff,2026-02-20,2026-02-20,,simple_reclaim_unclassified,data_context,planned_setup,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;missing_bars;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.05,missing
direct-1ad175bfee5ed918,c803d2446467,2026-02-20,2026-02-20,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.13,missing
direct-8ee3d4057884e185,92c92ef31bff,2026-02-20,2026-02-20,,simple_reclaim_unclassified,source_unparsed_fbd,context_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;missing_bars;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.05,missing
direct-d1ee3978e6af6dd7,1bcfb4b95181,2026-02-20,2026-02-20,,simple_reclaim_unclassified,source_planned_fbd,planned_setup,false,,,,,reclaim_score,,false,true,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.105,missing
direct-0a5a3e77c3e76d62,e0cb1c648067,2026-02-20,2026-02-20,,simple_reclaim_unclassified,source_planned_fbd,planned_setup,false,,,,,reclaim_score,,false,true,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.105,missing
direct-befef362c2db5240,730826ed1644,2026-02-20,2026-02-20,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.13,missing
direct-b83199f0ffc05221,522265fc92b5,2026-02-20,2026-02-20,,simple_reclaim_unclassified,source_unparsed_fbd,planned_setup,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;missing_bars;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.05,missing
direct-b7ec4f8ca3fd2661,fcedbeb133e5,2026-02-20,2026-02-20,,simple_reclaim_unclassified,source_confirmed_fbd,actual_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.13,missing
direct-43baf963a3b8aeb3,e2b0b3096b63,2026-02-20,2026-02-20,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.13,missing
direct-a6ddd7b984a851f1,527a3f271052,2026-02-20,2026-02-20,,simple_reclaim_unclassified,source_unparsed_fbd,context_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;missing_bars;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.05,missing
direct-3e34662d93900c76,66ee2a552312,2026-02-20,2026-02-20,,simple_reclaim_unclassified,source_unparsed_fbd,context_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;missing_bars;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.05,missing
